datetime,alpha_rad,psi_rad,muN,muE,muS,muW,uN,uE,uS,uW,I_N,I_E,I_S,I_W
2006-01-01 08:00:00,0.2004855236385155,5.12891529453532,0.5339006203105084,0.0,0.0,0.8217611184085716,0.5669719040686747,0.0,0.528491804523527,0.0,61.31029476186541,32.53500049110348,32.53500049110348,32.53500049110348
2006-01-01 09:00:00,0.43777907317355536,5.172026940988032,0.5257085470935067,0.0,0.0,0.7375057300676358,0.06382955143670743,0.22599779380741158,0.0,0.0,79.3734987250677,71.80500139948674,71.80500139948674,71.80500139948674
2006-01-01 10:00:00,0.6677145868070695,5.256368745661289,0.5080354266813146,0.0,0.0,0.5987487127409251,0.0,0.4039007396968113,0.0,0.10713576290245608,141.48500313619928,141.48500313619928,141.48500313619928,167.30689758306525
2006-01-01 11:00:00,0.8814000703584056,5.412854113082271,0.4820856530238122,0.0,0.0,0.41494612785244056,0.0,0.515533792154962,0.0,0.2743447612280383,169.78000270409598,169.78000270409598,169.78000270409598,187.33842153592357
2006-01-01 12:00:00,1.0569333747147878,5.707571685963733,0.4496276603117282,0.0,0.0,0.19862381781420052,0.0,0.586516963885579,0.0,0.38066654300945824,193.9550047460583,193.9550047460583,193.9550047460583,230.1484885785274
2006-01-01 13:00:00,1.1435186595631088,6.209259870022537,0.41287340710902304,0.03547620943420985,0.0,0.0,0.0,0.6305159546083887,0.0,0.44657020688047555,185.81500458969904,195.6763004067194,185.81500458969904,185.81500458969904
2006-01-01 14:00:00,1.0901382227993754,0.4676907069690346,0.3743276350321854,0.271400423904398,0.0,0.0,0.0,0.6534431447383654,0.0,0.480911581694093,192.54000464135675,271.79005150061306,192.54000464135675,192.54000464135675
2006-01-01 15:00:00,0.9310179257952376,0.8121389494993032,0.33661717474835195,0.4930709802634193,0.0,0.0,0.0,0.6553296987090946,0.0,0.4837373469382267,185.1550035166436,274.4115617646894,185.1550035166436,185.1550035166436
2006-01-01 16:00:00,0.7241046001340723,0.9957401631736609,0.3023119318063827,0.6853813964233216,0.0,0.0,0.0,0.6285859935078595,0.0,0.44367942448833597,121.10000180852154,218.53451218845998,121.10000180852154,121.10000180852154
2006-01-01 17:00:00,0.49715415914646904,1.0944343301516577,0.27374975182068,0.8352260353307965,0.0,0.0,0.0,0.547941927888134,0.0,0.3228871220631029,68.83000118619093,145.478121552515,68.83000118619093,68.83000118619093
2006-01-01 18:00:00,0.26121626700818096,1.1463142692480215,0.2528771001560339,0.9323932324742737,0.0,0.0,0.0,0.327755792764417,0.0,0.0,26.035000524499925,69.99822566806978,26.035000524499925,26.035000524499925
2006-01-01 19:00:00,0.02135744827148005,1.167583558625723,0.24111641352970334,0.970261203944811,0.0,0.0,0.8971758026894449,0.0,0.8880385541244293,0.0,0.1800000034315039,0.1800000034315039,0.1800000034315039,0.1800000034315039
2006-01-01 20:00:00,-0.21938488891414848,1.1634871032008052,0.23926916329981832,0.946249310066473,0.0,0.0,1.0,0.277564474910415,1.0,0.0,0.0,0.0,0.0,0.0
2006-01-01 21:00:00,-0.45828772948513524,1.1315944058338578,0.24746123651682042,0.8619939217255376,0.0,0.0,1.0,0.5575566779621042,1.0,0.33728852642873275,0.0,0.0,0.0,0.0
2006-01-01 22:00:00,-0.6914789943595745,1.0597754781682598,0.26513435692901205,0.7232369043988265,0.0,0.0,1.0,0.6581518410174265,1.0,0.48796447840258717,0.0,0.0,0.0,0.0
2006-01-01 23:00:00,-0.9109954853273268,0.9163250425768705,0.2910841305865152,0.5394343195103424,0.0,0.0,1.0,0.6937720800471165,1.0,0.5413180717794686,0.0,0.0,0.0,0.0
2006-01-02 00:00:00,-1.0958917077487678,0.6250929726819185,0.3235421232985987,0.32311200947210234,0.0,0.0,1.0,0.6972957046265341,1.0,0.5465959148862019,0.0,0.0,0.0,0.0
2006-01-02 01:00:00,-1.190571945941392,0.08256221204221159,0.3602963765013037,0.08901198222369183,0.0,0.0,1.0,0.6788964620371829,1.0,0.5190367032049825,0.0,0.0,0.0,0.0
2006-01-02 02:00:00,-1.1317912105481045,5.77062023914445,0.39884214857814126,0.0,0.0,0.1469122322464956,1.0,0.639939343535577,1.0,0.4606849819282889,0.0,0.0,0.0,0.0
2006-01-02 03:00:00,-0.9626564788323322,5.422367754817262,0.43655260886197517,0.0,0.0,0.3685827886055168,1.0,0.5758913560120321,1.0,0.3647510304438384,0.0,0.0,0.0,0.0
2006-01-02 04:00:00,-0.7490578736948356,5.251102984228227,0.4708578518039442,0.0,0.0,0.5608932047654189,1.0,0.4751470786531605,1.0,0.21385172837085575,0.0,0.0,0.0,0.0
2006-01-02 05:00:00,-0.5183070867328826,5.1652701209470315,0.4994200317896473,0.0,0.0,0.7107378436728942,1.0,0.31512775805564464,1.0,0.0,0.0,0.0,0.0,0.0
2006-01-02 06:00:00,-0.2803998384112697,5.124896258043073,0.5202926834542931,0.0,0.0,0.8079050408163716,1.0,0.06133971721871134,1.0,0.0,0.0,0.0,0.0,0.0
2006-01-02 07:00:00,-0.039850514972885456,5.114272123263643,0.5320533700806237,0.0,0.0,0.8457730122869095,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2006-01-02 08:00:00,0.1988574452596689,5.127307002065946,0.5327537962404768,0.0,0.0,0.8228897973587969,0.5695170371738979,0.0,0.5312631053443437,0.0,164.25217479354717,69.27500262271869,69.27500262271869,69.27500262271869
2006-01-02 09:00:00,0.43634510333958293,5.170090108252179,0.5246304929371015,0.0,0.0,0.7390174914364612,0.06478072403050927,0.2255669088620399,0.0,0.0,127.39213178218624,113.2900045186835,113.2900045186835,113.2900045186835
2006-01-02 10:00:00,0.6665536436843036,5.253891397417166,0.5070139410344082,0.0,0.0,0.6005543260710309,0.0,0.4041298846379132,0.0,0.10747898648390708,130.94500405067294,130.94500405067294,130.94500405067294,160.43780571769997
2006-01-02 11:00:00,0.8806761105690207,5.409479543774587,0.4811046794318363,0.0,0.0,0.4169363371609604,0.0,0.5160948814279316,0.0,0.27518518593414987,177.10500398467508,177.10500398467508,177.10500398467508,205.09453489480137
2006-01-02 12:00:00,1.0569823928356565,5.702962280884419,0.4486683814905217,0.0,0.0,0.20067678720739698,0.0,0.5872815863417963,0.0,0.3818118288561322,173.36500372399337,173.36500372399337,173.36500372399337,185.97984748326942
2006-01-02 13:00:00,1.144749309529708,6.204661678181686,0.41191552731164877,0.033486592846127115,0.0,0.0,0.0,0.6314557947509314,0.0,0.44797794164504834,162.7550042888217,166.363450262692,162.7550042888217,162.7550042888217
2006-01-02 14:00:00,1.0922226154142414,0.46576354766835415,0.37335076317054383,0.26959595562224853,0.0,0.0,0.0,0.654590938209944,0.0,0.4826307982920558,187.30000483385624,244.40380783184753,187.30000483385624,187.30000483385624
